Underwriting,Sex,IssueAge,Duration
NS_SP,Female,36,12
NS_SP,Male,38,13
NS_P,Female,33,6
NS_R,Male,47,7
S_P,Female,29,8
NS_R,Male,24,12
NS_R,Male,37,8
NS_SP,Male,49,18
S_P,Male,18,13
S_R,Male,23,9
NS_SP,Female,34,12
S_R,Female,32,8
NS_P,Female,32,1
S_R,Male,39,6
NS_P,Female,25,10
NS_P,Male,28,14
NS_SP,Female,24,5
NS_R,Female,33,11
NS_P,Female,36,1
S_P,Male,18,4
NS_P,Male,48,1
S_R,Female,28,7
NS_SP,Female,38,1
NS_P,Male,38,5
NS_SP,Male,23,4
NS_P,Male,26,6
S_R,Female,18,18
S_R,Male,48,2
NS_SP,Female,39,17
S_P,Male,49,15
NS_P,Male,46,8
NS_P,Male,41,12
NS_P,Male,38,9
NS_P,Male,25,10
S_P,Male,26,5
S_R,Male,34,2
NS_P,Male,42,9
S_P,Male,39,13
NS_SP,Female,48,4
NS_R,Female,22,18
NS_R,Female,37,8
S_R,Male,29,18
S_R,Male,43,8
NS_SP,Female,22,9
S_R,Female,36,12
NS_P,Female,36,9
NS_P,Male,39,16
S_P,Female,49,7
S_P,Male,24,15
S_R,Female,47,18
S_R,Female,22,1
NS_R,Male,19,8
NS_R,Male,22,13
NS_P,Female,26,9
NS_SP,Male,25,14
NS_SP,Female,47,5
NS_P,Female,42,13
NS_SP,Female,31,14
S_P,Female,45,10
S_R,Male,46,5
S_R,Male,32,6
NS_P,Male,24,2
NS_P,Female,25,9
S_P,Male,22,10
S_R,Female,39,7
S_R,Male,38,9
NS_P,Female,30,14
S_P,Female,48,2
S_P,Male,42,7
S_R,Female,47,7
NS_P,Female,23,8
S_P,Male,41,13
S_R,Female,46,16
NS_SP,Female,22,15
NS_P,Female,25,17
NS_P,Female,24,1
S_R,Male,43,10
S_P,Male,48,1
S_P,Female,34,8
NS_SP,Female,43,12
S_R,Male,27,15
NS_P,Male,39,12
NS_SP,Female,19,15
NS_R,Male,46,10
NS_P,Female,47,11
NS_P,Female,33,15
NS_P,Female,31,1
NS_SP,Female,36,14
NS_P,Male,37,11
NS_SP,Male,47,13
S_R,Female,28,4
NS_SP,Male,24,14
S_R,Male,30,13
NS_SP,Female,36,18
NS_P,Female,38,17
NS_R,Male,43,11
S_R,Male,22,4
S_P,Male,32,11
S_R,Female,22,2
NS_SP,Male,26,15
S_P,Female,26,2
NS_R,Female,23,11
NS_R,Male,44,6
NS_R,Male,21,5
NS_P,Male,45,9
S_P,Female,21,18
NS_SP,Female,44,11
NS_R,Male,25,3
NS_SP,Male,37,15
NS_SP,Male,21,2
S_R,Male,33,8
S_R,Female,27,2
S_P,Male,47,6
S_P,Female,32,17
S_R,Female,42,4
NS_P,Female,22,6
S_P,Female,49,4
S_R,Male,43,1
NS_R,Female,43,6
S_R,Female,35,8
S_P,Female,25,15
NS_P,Female,34,10
NS_R,Male,47,17
NS_R,Female,27,1
NS_P,Male,33,9
S_P,Male,21,14
NS_SP,Male,46,2
S_P,Female,34,16
NS_P,Male,19,15
S_P,Male,27,8
NS_R,Female,33,8
NS_SP,Male,22,3
NS_R,Female,40,9
NS_R,Male,20,10
S_P,Female,28,11
S_R,Male,19,18
NS_R,Male,46,4
S_R,Male,29,9
NS_R,Female,45,11
NS_R,Male,47,14
S_R,Male,32,2
NS_SP,Male,24,4
NS_R,Male,37,19
NS_P,Male,48,2
NS_SP,Female,45,15
NS_SP,Female,35,14
NS_R,Male,32,7
NS_SP,Female,44,14
NS_R,Female,41,5
S_R,Male,40,14
S_R,Female,38,18
NS_SP,Male,21,18
NS_SP,Female,29,8
NS_P,Female,30,7
NS_R,Male,26,17
S_P,Female,32,5
NS_SP,Female,34,5
NS_R,Female,21,5
S_P,Male,48,19
S_P,Female,45,10
S_R,Female,22,3
NS_P,Female,46,19
NS_R,Female,49,17
NS_P,Female,39,15
NS_P,Male,19,17
S_R,Male,20,18
NS_SP,Female,39,19
NS_P,Male,42,13
S_R,Female,18,5
NS_P,Male,44,5
NS_P,Male,41,5
S_R,Male,21,12
S_R,Female,40,19
S_R,Female,24,6
S_P,Male,40,5
S_R,Male,23,17
NS_SP,Female,25,16
NS_SP,Female,26,10
S_R,Female,28,17
NS_SP,Female,37,8
S_R,Female,44,18
NS_P,Female,30,17
S_R,Female,23,9
NS_SP,Female,43,6
NS_SP,Male,34,13
NS_R,Male,42,15
S_P,Female,20,17
NS_SP,Female,27,6
NS_SP,Male,39,19
S_R,Male,34,6
S_R,Male,38,19
NS_P,Male,49,10
S_P,Female,31,13
NS_P,Male,27,12
NS_R,Female,42,9
NS_R,Female,29,14
NS_R,Female,29,4
NS_R,Female,33,6
NS_SP,Male,33,2
S_P,Female,30,18
NS_R,Female,26,7
NS_SP,Male,32,15
NS_R,Male,26,1
NS_R,Male,27,8
NS_P,Male,44,19
S_P,Male,46,14
S_R,Female,19,11
S_P,Male,38,5
NS_SP,Male,26,14
NS_R,Male,21,9
S_P,Female,28,8
NS_P,Female,36,9
S_P,Female,43,1
NS_R,Male,34,14
S_R,Male,24,11
S_R,Male,37,8
NS_R,Female,41,6
NS_SP,Male,48,13
S_P,Female,36,8
NS_SP,Female,35,10
NS_SP,Male,22,3
S_R,Female,32,1
S_P,Female,26,16
NS_SP,Female,20,19
NS_R,Male,40,9
S_P,Female,47,5
NS_P,Male,22,11
NS_R,Female,39,9
S_P,Female,38,9
S_R,Male,48,19
S_R,Female,34,8
NS_R,Male,27,14
NS_R,Male,38,18
NS_P,Male,38,15
S_R,Male,44,15
NS_P,Female,21,8
S_P,Male,37,1
NS_P,Male,20,1
NS_P,Male,37,12
NS_SP,Male,31,13
S_R,Male,23,18
NS_R,Female,22,7
NS_SP,Male,49,18
S_R,Male,48,15
S_P,Male,26,19
NS_SP,Female,49,8
NS_P,Male,18,3
NS_R,Female,24,1
NS_R,Male,30,5
S_P,Male,42,5
NS_SP,Female,32,15
S_R,Female,41,11
S_R,Female,49,4
S_P,Male,46,3
S_P,Female,47,10
NS_SP,Female,29,12
S_P,Male,27,13
S_P,Female,42,17
NS_P,Male,35,2
NS_R,Male,24,6
NS_SP,Male,39,3
NS_SP,Male,31,13
S_P,Male,40,8
NS_R,Male,34,5
S_P,Female,45,14
NS_P,Male,32,6
NS_SP,Female,32,16
S_P,Male,29,6
NS_R,Female,37,4
S_P,Female,42,3
S_R,Female,26,3
NS_SP,Female,41,9
NS_R,Male,40,1
NS_SP,Female,38,8
NS_SP,Male,36,7
S_P,Female,39,7
NS_R,Male,27,11
S_P,Male,23,15
S_R,Female,40,14
S_P,Male,30,17
NS_R,Male,43,11
NS_SP,Male,26,7
S_P,Female,28,11
NS_P,Female,27,11
S_R,Male,32,3
NS_P,Female,18,6
NS_P,Female,34,15
S_R,Female,24,1
NS_SP,Female,46,4
NS_SP,Male,31,7
S_P,Female,35,6
S_R,Male,39,14
S_R,Female,46,3
NS_R,Male,31,17
S_P,Female,28,3
NS_P,Female,25,9
NS_P,Female,39,10
NS_SP,Female,25,16
S_R,Female,28,7
S_R,Female,43,1
S_P,Female,33,5
NS_SP,Female,29,2
S_P,Female,25,3
NS_R,Female,24,10
S_R,Female,47,14
NS_P,Female,48,9
S_R,Female,34,9
S_R,Male,20,18
NS_SP,Female,30,19
NS_SP,Male,36,3
NS_R,Male,20,6
NS_R,Female,43,4
NS_P,Male,27,1
S_P,Male,35,10
S_P,Female,32,14
NS_SP,Male,40,2
NS_P,Female,26,3
S_R,Male,25,17
NS_SP,Female,20,2
NS_R,Female,46,14
NS_P,Female,44,16
NS_R,Male,33,6
NS_P,Female,28,18
NS_R,Female,47,9
NS_SP,Female,36,14
NS_SP,Female,28,19
NS_R,Female,48,5
S_P,Female,36,5
NS_P,Female,39,3
S_R,Female,20,1
NS_R,Male,36,4
NS_R,Female,42,2
S_P,Female,41,5
NS_P,Male,23,8
NS_R,Female,43,2
S_P,Female,25,10
NS_SP,Male,37,11
NS_P,Male,18,2
NS_R,Female,45,17
NS_P,Female,31,7
NS_R,Male,25,10
S_P,Female,28,16
NS_SP,Male,40,19
NS_P,Male,48,5
NS_SP,Female,20,2
NS_SP,Female,44,11
NS_P,Male,25,10
NS_R,Female,24,6
NS_P,Male,35,4
S_R,Female,22,2
S_P,Male,33,13
NS_P,Female,47,12
NS_R,Male,46,14
S_P,Male,31,4
NS_R,Male,31,11
S_R,Male,25,7
S_R,Female,37,1
S_R,Female,33,13
NS_P,Female,32,2
NS_R,Female,19,17
NS_SP,Male,18,18
NS_R,Male,45,3
NS_SP,Female,37,7
NS_P,Female,43,4
NS_P,Female,19,8
NS_P,Female,33,2
S_R,Male,18,19
S_R,Male,27,18
NS_SP,Female,34,11
NS_SP,Female,25,5
NS_P,Male,21,18
NS_SP,Male,35,7
S_P,Female,20,5
NS_P,Male,39,3
NS_R,Female,39,11
NS_R,Male,21,2
S_R,Male,20,4
S_R,Female,29,15
NS_P,Female,23,11
NS_P,Female,33,13
S_R,Male,20,5
NS_R,Male,21,1
S_R,Male,39,15
NS_P,Male,20,17
NS_R,Male,36,13
S_R,Male,28,11
NS_R,Female,22,1
NS_SP,Female,31,9
NS_SP,Male,18,1
S_P,Male,48,11
S_P,Male,23,15
NS_R,Male,28,8
S_R,Male,44,14
S_P,Male,47,19
S_P,Female,36,13
NS_R,Female,49,10
S_P,Female,21,16
NS_P,Female,27,19
NS_P,Female,43,2
NS_P,Male,42,7
NS_P,Male,40,4
NS_SP,Female,18,3
NS_R,Male,39,15
S_R,Female,49,16
S_R,Male,37,19
NS_R,Female,36,6
NS_R,Female,25,1
NS_P,Male,27,12
S_R,Female,37,16
NS_SP,Male,19,4
NS_R,Male,32,10
NS_SP,Male,35,16
NS_R,Female,47,1
NS_R,Male,29,15
S_R,Male,19,10
S_R,Female,43,1
S_P,Female,32,18
NS_P,Male,44,18
NS_SP,Male,36,11
NS_P,Male,25,19
NS_SP,Male,21,1
NS_SP,Female,43,5
NS_P,Female,31,14
S_R,Male,34,11
NS_SP,Male,48,9
S_P,Male,21,11
S_P,Female,29,13
NS_P,Male,23,18
NS_SP,Female,18,7
S_R,Female,24,6
NS_P,Female,35,17
NS_R,Male,42,16
NS_SP,Male,41,5
S_P,Male,29,17
S_P,Female,26,13
NS_P,Male,23,6
NS_P,Female,40,14
NS_P,Male,45,12
NS_SP,Male,43,18
S_P,Male,20,16
S_R,Male,26,13
S_R,Male,48,4
NS_R,Female,18,3
NS_SP,Male,28,8
NS_R,Male,27,6
NS_SP,Male,36,13
NS_P,Female,43,14
NS_R,Female,39,13
NS_R,Male,41,14
NS_SP,Male,44,5
NS_SP,Female,41,2
S_R,Female,48,7
S_R,Female,31,13
NS_SP,Female,19,7
S_P,Male,31,2
NS_P,Female,44,17
NS_SP,Female,35,16
S_R,Male,21,14
NS_P,Male,47,10
S_R,Male,28,10
S_P,Male,29,17
S_P,Female,27,6
S_R,Male,19,2
NS_P,Male,36,15
S_P,Male,30,19
NS_P,Male,33,11
NS_P,Male,22,13
NS_R,Male,37,12
S_R,Male,19,8
S_P,Female,19,1
NS_SP,Female,49,18
S_R,Female,24,10
NS_P,Male,30,19
S_P,Male,46,13
NS_SP,Female,34,18
S_R,Male,42,12
NS_P,Female,33,8
NS_R,Male,26,15
S_R,Female,28,12
S_R,Male,26,5
S_R,Female,46,3
NS_SP,Male,23,18
NS_R,Male,21,7
NS_P,Female,30,16
S_P,Male,20,11
S_P,Female,42,1
S_P,Female,22,17
NS_SP,Female,36,16
NS_SP,Male,49,4
S_R,Male,22,10
NS_SP,Male,28,9
NS_R,Female,30,16
NS_SP,Male,44,9
NS_P,Male,20,8
NS_R,Female,22,12
NS_SP,Male,22,9
S_P,Male,48,3
S_P,Female,28,5
NS_P,Female,31,6
S_P,Female,28,7
S_R,Female,49,5
NS_SP,Female,31,13
S_P,Male,21,3
S_P,Female,22,7
S_R,Male,36,5
S_R,Female,18,8
NS_SP,Male,38,6
S_P,Female,25,3
S_P,Female,48,3
S_P,Male,48,5
S_R,Female,39,12
S_R,Female,41,8
NS_SP,Male,31,6
NS_R,Male,29,19
S_R,Female,37,5
NS_R,Female,46,18
NS_R,Male,38,19
NS_P,Female,21,11
S_R,Male,20,10
NS_SP,Female,25,3
S_P,Female,48,5
NS_SP,Male,39,7
S_P,Male,27,2
S_P,Female,18,17
NS_P,Female,27,7
S_P,Male,21,2
NS_R,Male,20,5
NS_P,Female,44,11
NS_P,Male,43,19
NS_R,Female,32,5
NS_SP,Female,20,12
S_R,Male,25,11
NS_SP,Female,47,15
S_P,Female,40,19
S_R,Female,23,6
NS_R,Male,19,15
NS_P,Male,36,6
NS_P,Female,46,6
NS_R,Female,38,15
S_P,Male,36,16
NS_R,Male,25,1
NS_P,Female,34,14
NS_R,Female,47,9
NS_SP,Female,46,4
S_P,Male,36,19
S_P,Female,26,15
S_R,Male,39,7
NS_SP,Male,48,10
NS_R,Male,38,12
S_P,Male,42,6
S_P,Male,23,7
NS_R,Female,20,5
S_R,Female,36,10
NS_P,Male,45,14
S_P,Female,49,12
NS_SP,Male,34,14
NS_P,Male,39,19
NS_SP,Female,38,8
NS_P,Female,40,3
S_R,Female,42,2
S_R,Female,26,6
NS_SP,Female,45,9
S_R,Male,37,1
NS_SP,Male,49,13
NS_R,Male,41,4
NS_R,Male,19,10
NS_SP,Female,43,11
NS_R,Female,30,7
NS_P,Male,33,8
S_P,Female,41,3
NS_R,Male,29,2
NS_P,Male,31,17
NS_R,Male,39,6
S_R,Male,26,3
NS_R,Male,21,19
S_P,Male,20,17
NS_SP,Female,39,1
S_P,Female,34,7
NS_R,Male,45,12
S_R,Male,41,3
S_P,Male,32,9
S_R,Female,18,18
NS_P,Female,31,5
S_P,Female,44,8
NS_SP,Male,31,16
NS_R,Male,43,18
NS_R,Female,35,6
NS_P,Female,29,1
S_R,Female,44,15
NS_R,Male,44,1
S_R,Male,21,17
S_R,Male,29,2
NS_SP,Male,34,13
S_R,Male,38,6
NS_SP,Female,25,13
NS_R,Male,41,19
S_P,Female,22,1
S_R,Male,46,16
NS_SP,Male,47,10
NS_P,Female,47,14
NS_P,Female,23,2
S_P,Male,35,17
NS_P,Female,39,6
S_P,Male,22,7
NS_SP,Male,31,11
NS_R,Female,49,10
NS_P,Female,30,16
S_P,Female,26,19
S_R,Male,48,19
S_P,Male,37,10
NS_R,Female,21,12
NS_SP,Male,29,17
NS_P,Female,47,4
S_R,Female,24,16
NS_R,Male,24,8
NS_P,Male,47,1
S_R,Female,43,8
S_R,Male,23,6
S_P,Female,40,13
S_R,Female,43,13
NS_P,Male,42,15
S_R,Male,34,12
NS_SP,Female,18,3
NS_R,Male,40,11
S_R,Female,40,7
NS_P,Male,32,11
NS_P,Female,36,18
NS_P,Female,22,13
NS_R,Male,35,11
NS_P,Male,24,11
NS_P,Female,18,6
NS_P,Male,35,1
NS_P,Male,21,12
NS_SP,Male,18,2
S_R,Male,22,4
S_P,Male,45,16
S_R,Male,38,13
NS_P,Male,36,11
NS_R,Male,32,11
S_R,Male,22,12
NS_P,Male,31,4
S_P,Male,21,13
NS_SP,Male,31,17
NS_R,Male,28,9
S_R,Female,24,4
NS_R,Male,46,11
NS_P,Male,30,2
S_P,Male,47,6
NS_R,Female,37,6
S_P,Male,47,6
NS_R,Female,35,12
NS_SP,Female,48,9
NS_SP,Female,25,9
NS_SP,Male,22,17
S_P,Female,44,15
S_P,Female,47,13
S_P,Male,35,1
NS_P,Male,29,16
NS_SP,Male,48,9
S_R,Male,42,13
S_P,Female,19,2
S_R,Male,38,9
NS_P,Male,19,19
NS_P,Male,22,19
S_R,Female,22,6
NS_R,Female,19,5
NS_R,Female,38,15
NS_SP,Male,27,3
NS_SP,Female,48,16
NS_SP,Female,37,4
NS_P,Female,33,1
NS_P,Female,38,13
NS_SP,Female,47,14
NS_SP,Male,33,13
S_P,Female,34,19
S_R,Male,46,16
NS_P,Female,38,1
NS_SP,Male,38,19
NS_P,Female,26,2
S_R,Male,43,15
NS_P,Female,27,1
NS_R,Male,31,4
S_R,Male,20,7
NS_SP,Male,20,11
NS_SP,Male,33,2
S_R,Female,27,17
S_P,Female,48,6
S_P,Male,45,7
S_R,Male,21,2
S_R,Male,35,16
S_P,Male,31,9
NS_SP,Female,36,4
NS_SP,Male,36,16
S_P,Male,36,11
S_P,Male,21,6
NS_R,Female,34,7
NS_SP,Male,32,8
NS_SP,Female,44,18
S_R,Male,49,18
NS_R,Male,39,19
S_R,Female,32,19
NS_P,Male,29,6
NS_SP,Male,33,7
NS_P,Female,31,11
NS_R,Male,47,13
NS_R,Female,40,7
NS_P,Male,37,3
NS_P,Male,40,6
NS_R,Male,39,8
NS_R,Female,46,4
NS_P,Male,36,5
S_P,Male,47,18
NS_R,Female,31,9
NS_SP,Female,25,3
NS_SP,Male,33,6
NS_SP,Female,40,3
S_P,Male,38,19
NS_R,Female,21,16
NS_SP,Male,44,4
NS_P,Male,27,16
S_P,Male,45,10
S_R,Female,47,8
NS_SP,Female,35,3
S_P,Female,21,7
NS_SP,Male,31,7
S_R,Male,31,2
NS_P,Male,18,8
NS_R,Male,46,12
S_R,Female,46,19
NS_R,Female,26,14
NS_P,Male,38,12
S_R,Male,19,11
NS_R,Female,26,17
NS_R,Male,23,7
NS_R,Male,32,17
NS_SP,Male,21,7
NS_SP,Male,27,6
S_R,Male,20,2
NS_R,Male,32,17
NS_R,Female,41,12
NS_SP,Male,30,1
S_R,Female,26,4
S_P,Male,19,7
NS_P,Female,46,5
NS_SP,Female,25,1
S_R,Male,45,17
S_P,Female,22,3
S_R,Male,27,3
S_R,Male,21,8
NS_SP,Male,20,9
NS_P,Male,37,7
S_R,Female,42,10
S_R,Female,49,15
S_P,Female,27,4
NS_R,Female,19,4
NS_SP,Female,42,2
S_R,Female,28,14
NS_R,Male,38,2
NS_P,Male,18,3
S_P,Male,18,8
NS_P,Male,48,2
S_P,Female,39,2
NS_SP,Male,42,15
NS_SP,Female,46,15
NS_SP,Female,29,18
S_R,Female,41,18
NS_P,Male,18,18
NS_SP,Female,19,14
S_P,Female,29,17
S_R,Female,18,14
NS_SP,Male,37,9
NS_R,Male,30,3
NS_R,Male,34,3
NS_P,Male,35,9
NS_R,Male,45,7
NS_P,Female,31,10
S_P,Male,37,18
S_P,Male,38,4
S_R,Female,38,10
NS_SP,Female,24,1
NS_R,Female,28,19
S_R,Male,26,13
NS_R,Male,42,11
NS_P,Male,38,9
S_R,Male,49,17
NS_R,Female,41,10
NS_SP,Male,34,15
S_P,Male,23,12
NS_R,Female,47,14
NS_R,Female,19,10
S_R,Female,40,1
S_P,Female,39,5
S_P,Male,36,7
NS_P,Male,38,12
NS_P,Male,26,1
NS_SP,Male,20,17
NS_R,Male,42,14
S_P,Female,22,4
NS_SP,Male,32,15
NS_R,Male,44,6
NS_SP,Female,19,17
NS_SP,Male,28,10
S_R,Female,33,13
NS_P,Male,33,18
NS_SP,Male,24,16
NS_R,Male,33,9
NS_SP,Male,23,10
S_P,Male,21,6
NS_SP,Male,19,2
S_P,Male,36,16
NS_R,Male,26,3
S_R,Male,47,5
S_R,Female,44,16
NS_SP,Female,49,3
NS_P,Female,28,1
NS_SP,Female,49,13
NS_SP,Female,27,8
NS_R,Male,30,17
NS_R,Male,30,3
S_R,Male,25,2
NS_P,Male,36,15
NS_R,Male,38,11
S_P,Female,46,17
S_R,Male,47,14
NS_P,Male,49,18
NS_P,Male,19,15
NS_R,Female,33,14
NS_SP,Male,46,13
S_P,Female,26,8
S_P,Male,46,10
S_R,Female,35,15
NS_SP,Male,41,10
S_R,Female,27,4
S_R,Male,23,15
NS_R,Female,49,18
NS_SP,Female,32,12
S_P,Male,34,14
S_P,Female,30,4
S_P,Male,40,14
NS_R,Female,37,4
NS_R,Male,41,9
S_R,Female,35,18
NS_R,Female,21,15
NS_P,Female,27,2
NS_P,Male,43,5
S_R,Male,34,8
NS_SP,Male,47,12
NS_SP,Male,23,13
NS_R,Female,38,18
NS_R,Male,37,15
NS_R,Male,29,2
NS_R,Female,27,9
NS_R,Female,18,13
S_P,Female,27,17
S_P,Male,48,19
S_P,Female,28,13
NS_SP,Male,41,16
S_P,Male,28,3
NS_R,Female,45,14
NS_R,Female,48,3
NS_R,Male,49,18
NS_P,Male,42,14
NS_P,Male,33,8
NS_R,Female,22,15
S_R,Female,24,5
NS_R,Female,24,2
S_P,Female,28,3
S_R,Female,22,18
S_R,Female,45,16
S_P,Male,39,16
S_P,Female,26,11
NS_SP,Female,21,7
NS_SP,Female,19,15
NS_R,Male,32,1
NS_R,Female,22,13
NS_P,Female,27,4
S_R,Female,49,2
S_P,Male,39,5
NS_SP,Male,41,4
S_R,Male,40,6
S_R,Female,41,2
NS_R,Male,27,15
NS_P,Male,29,3
S_P,Female,47,3
NS_SP,Female,41,15
NS_R,Male,47,14
NS_SP,Female,44,12
NS_P,Female,31,18
NS_SP,Male,43,15
NS_R,Female,25,15
NS_P,Female,26,3
S_P,Male,27,19
S_P,Male,38,9
NS_P,Male,27,14
NS_R,Male,38,4
S_R,Male,31,6
NS_R,Female,22,5
S_P,Female,30,5
S_P,Male,21,6
S_P,Male,47,9
S_R,Male,32,19
NS_P,Female,31,16
S_R,Male,37,17
NS_R,Male,33,11
NS_SP,Male,30,1
S_R,Male,43,4
NS_P,Female,36,5
NS_R,Female,46,10
NS_R,Male,20,10
S_P,Female,26,15
NS_P,Male,48,13
NS_R,Male,22,10
NS_P,Female,39,14
NS_P,Female,34,11
NS_R,Male,36,15
NS_R,Female,32,13
S_P,Male,29,3
NS_P,Female,34,3
S_P,Male,45,16
NS_SP,Male,36,11
S_P,Female,48,2
NS_R,Female,42,9
NS_SP,Female,49,19
NS_R,Female,34,5
NS_R,Male,26,12
S_R,Male,18,13
S_P,Female,41,15
S_R,Female,31,1
NS_SP,Male,42,14
S_P,Male,20,8
S_R,Male,24,10
NS_P,Female,30,18
S_P,Male,40,6
S_R,Female,19,15
NS_R,Male,36,15
NS_SP,Female,18,11
S_P,Male,41,8
NS_P,Female,49,6
S_R,Male,38,19
NS_R,Female,33,17
S_R,Male,29,13
NS_P,Female,37,9
NS_SP,Male,37,18
NS_R,Male,37,7
NS_SP,Male,37,19
S_P,Female,37,4
NS_P,Female,47,3
S_P,Female,38,9
NS_SP,Female,22,15
NS_SP,Male,45,19
NS_P,Female,27,19
S_P,Female,42,8
NS_P,Female,39,18
NS_R,Male,30,7
NS_P,Female,19,13
NS_SP,Female,45,17
S_R,Male,40,10
NS_R,Male,22,15
NS_P,Male,34,3
S_P,Male,39,9
NS_R,Female,32,19
NS_R,Female,33,2
S_P,Male,48,1
S_P,Female,42,15
S_P,Female,33,17
NS_R,Female,32,4
NS_R,Male,31,12
NS_SP,Female,45,18
S_P,Male,23,14
S_P,Female,41,7
NS_P,Male,42,14
NS_SP,Female,42,4
S_P,Male,30,18
NS_SP,Female,33,3
NS_P,Female,47,9
NS_R,Male,46,17
NS_P,Female,23,13
NS_SP,Female,31,1
NS_SP,Male,29,18
NS_R,Female,31,6
S_R,Female,45,19
S_P,Female,39,7
S_R,Male,22,10
S_P,Female,33,19
NS_SP,Female,45,6
NS_P,Female,20,16
NS_R,Female,38,10
S_R,Male,37,4
NS_R,Female,38,19
NS_P,Male,46,17
NS_P,Male,42,14
S_R,Male,45,6
S_R,Female,33,12
NS_R,Male,22,9
NS_P,Male,20,12
S_P,Female,47,3
S_P,Female,24,5
NS_SP,Female,22,9
NS_SP,Female,36,12
S_R,Male,28,8
S_R,Female,29,17
NS_P,Male,38,13
NS_R,Male,39,12
NS_SP,Male,46,18
NS_SP,Male,36,12
NS_P,Male,49,19
S_P,Male,25,18
NS_SP,Male,42,13
NS_P,Female,35,16
NS_SP,Male,24,18
S_P,Female,24,13
S_P,Male,22,7
NS_SP,Female,40,18
NS_P,Female,22,2
S_R,Male,26,2
S_R,Male,28,6
NS_P,Male,34,14
NS_R,Male,19,9
NS_R,Male,30,18
NS_R,Male,31,3
NS_SP,Female,36,12
S_R,Male,46,6
S_R,Female,43,18
NS_SP,Female,45,12
NS_R,Male,23,6
NS_R,Female,41,10
S_R,Male,35,16
NS_P,Female,19,3
S_P,Male,32,1
S_P,Female,48,7
S_P,Female,38,13
S_R,Male,28,5
NS_SP,Male,28,17
NS_P,Male,34,13
S_P,Male,24,14
S_R,Female,28,12
NS_R,Female,27,8
S_R,Female,33,7
NS_SP,Male,33,1
S_P,Male,47,7
NS_R,Female,27,14
NS_SP,Male,49,4
S_P,Female,42,5
NS_P,Male,18,16
S_P,Male,45,7
NS_R,Male,27,9
NS_R,Female,45,19
NS_SP,Male,24,13
NS_SP,Female,27,17
S_P,Female,31,18
S_R,Male,30,16
NS_R,Female,39,7
NS_P,Female,23,10
S_R,Male,26,15
NS_P,Female,21,10
S_P,Female,33,3
NS_R,Male,33,10
NS_SP,Female,21,13
S_R,Female,43,8
NS_P,Female,41,17
NS_P,Female,21,5
NS_SP,Female,32,5
S_P,Female,21,18
S_P,Female,31,16
NS_P,Female,45,16
S_P,Male,42,4
S_P,Female,43,8
NS_SP,Female,29,4
NS_R,Female,46,14
NS_SP,Male,40,16
S_R,Male,26,8
NS_P,Male,37,17
S_P,Female,28,19
NS_SP,Male,19,12
S_R,Female,45,18
NS_SP,Female,22,12
S_P,Male,26,7
NS_SP,Female,23,5
S_R,Male,36,16
S_P,Female,37,11
NS_P,Male,35,14
NS_R,Female,23,12
NS_SP,Female,41,13
NS_R,Female,25,18
NS_R,Male,33,7
NS_SP,Female,49,4
NS_SP,Male,32,12
NS_P,Female,45,7
NS_SP,Female,19,14
NS_R,Male,43,3
NS_SP,Female,28,18
S_P,Male,46,11
S_R,Male,32,3
NS_R,Male,29,11
S_R,Male,41,2
NS_R,Male,24,14
NS_P,Male,45,16
NS_R,Female,48,17
S_R,Male,31,8
NS_P,Male,23,15
NS_SP,Female,27,9
S_P,Female,19,13
S_P,Female,40,3
S_R,Male,45,17
S_R,Male,20,14
NS_R,Female,19,4
NS_SP,Female,31,17
S_R,Female,28,18
NS_P,Female,22,7
NS_SP,Male,25,1
NS_P,Female,25,16
NS_P,Male,34,17
NS_R,Male,36,10
NS_P,Male,41,8
S_R,Male,49,16
S_P,Female,19,14
NS_SP,Female,41,7
S_P,Female,36,9
NS_SP,Female,46,15
NS_P,Female,46,10
S_R,Female,36,13
NS_P,Male,49,18
NS_R,Female,22,15
S_P,Male,19,13
S_P,Female,27,10
S_P,Female,40,3
S_R,Female,26,2
S_R,Male,32,12
NS_R,Female,42,16
S_R,Female,43,16
NS_P,Female,48,3
NS_P,Female,35,5
NS_SP,Female,42,14
NS_SP,Male,45,16
S_R,Female,39,3
NS_SP,Male,34,10
NS_R,Male,25,2
NS_P,Female,21,5
S_P,Male,38,16
S_R,Female,32,10
S_P,Male,22,8
NS_SP,Female,49,13
NS_SP,Female,47,5
S_R,Male,43,15
S_P,Male,40,13
S_P,Male,22,8
S_R,Female,37,9
S_P,Female,23,19
NS_R,Female,33,3
NS_R,Male,37,9
NS_R,Male,23,3
NS_SP,Female,49,8
NS_SP,Female,21,11
NS_SP,Female,39,11
NS_SP,Male,18,16
NS_R,Male,38,3
S_P,Female,35,11
NS_SP,Female,39,11
NS_R,Male,47,19
NS_SP,Male,28,18
S_R,Female,25,7
S_R,Male,32,7
NS_SP,Female,34,2
S_P,Female,42,1
S_R,Male,43,18
NS_P,Female,35,8
NS_SP,Male,38,7
NS_R,Female,39,2
S_P,Male,19,10
S_R,Male,40,16
NS_R,Male,36,6
NS_SP,Male,33,13
NS_SP,Female,41,12
NS_SP,Female,49,9
S_R,Male,35,17
S_P,Female,43,4
S_P,Male,37,15
S_P,Male,35,3
NS_R,Male,45,4
S_R,Male,46,9
NS_P,Male,20,2
S_R,Male,24,2
